file,freqbin,avg_mag_db,shap,tmos,dnsmos_pred,mosnet_pred,scoreq_pred
sid4173-anchor-COSINE-5534-F_close_177.wav,0,30.7912278175354,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,1,27.965550422668457,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,2,17.700355052947998,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,3,10.360192060470581,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,4,19.763975143432617,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,5,19.63727593421936,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,6,6.845791935920715,-0.7256912870934811,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,7,1.4233969151973724,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,8,13.643051385879517,-0.0184949460500618,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,9,18.043348789215088,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,10,12.57378101348877,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,11,0.2921663597226143,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,12,4.883317053318024,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,13,12.085751295089722,-0.0127091056067162,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,14,10.684248208999634,-0.0277961120371492,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,15,2.589786946773529,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,16,-5.885213613510132,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,17,-4.481863975524902,0.6387223440157574,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,18,-1.9326144456863403,-0.0816128955344849,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,19,-3.9837464690208435,-0.0215174434407326,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,20,-8.557105660438538,-0.1352761671949122,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,21,-9.598442912101746,-0.0337308520282131,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,22,-7.096087336540222,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,23,-7.895815968513489,-0.0174153078503574,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,24,-10.58582067489624,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,25,-11.376262903213501,0.0154206766132576,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,26,-9.93889033794403,0.0207525743632216,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,27,-9.382655024528503,0.0247779453439156,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,28,-11.089273691177368,-0.0399072363162789,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,29,-12.041276693344116,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,30,-9.810891151428223,0.0229693403818418,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,31,-6.611069440841675,0.0334089210306773,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,32,-8.251392245292664,-0.0085592505259778,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,33,-10.150843858718872,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,34,-9.336072206497192,0.0150373734687526,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,35,-7.912430763244629,0.0109637883041644,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,36,-7.01935887336731,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,37,-8.823078870773315,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,38,-5.969589352607727,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,39,-4.470281302928925,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,40,-4.2810362577438354,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,41,-6.197571754455566,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,42,-6.636464595794678,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,43,-3.775433897972107,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,44,-2.637929320335388,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,45,-3.1860825419425964,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,46,-6.1186230182647705,0.0152560512501561,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,47,-6.477835178375244,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,48,-4.972826540470123,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,49,-4.624052941799164,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,50,-5.670647621154785,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,51,-7.1863096952438354,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,52,-7.15462327003479,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,53,-7.020992636680603,-0.0098120713242151,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,54,-6.394059658050537,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,55,-7.040613889694214,0.0,3.1333333333333333,,2.605656,
sid4173-anchor-COSINE-5534-F_close_177.wav,56,-8.55923593044281,0.0,3.1333333333333333,,2.605656,
