orig_file,filename,scale,freqbin,avg_mag_raw,avg_mag_db,mosnet_predicted_mos,dnsmos_predicted_mos,scoreq_predicted_mos,true_mos_before_scaling,mosnet_orig_predicted_mos,dnsmos_orig_predicted_mos,scoreq_predicted_mos,mosnet_delta_mos,dnsmos_delta_mos,scoreq_delta_mos
sid5907-clean-COSINE-9987-F_close_206.wav,sid5907-clean-COSINE-9987-F_close_206_freqbin5_scaled0.5.wav,0.5,5,3.483498,10.840312242507935,4.160255432128906,3.604904263630444,2.9101734161376958,4.135353535353536,4.152424,3.3163164361570976,2.9101734161376958,0.007831432128906357,0.28858782747334644,0.0575337409973149
sid5802-noisy-COSINE-9987-F_shoulder_105.wav,sid5802-noisy-COSINE-9987-F_shoulder_105_freqbin4_scaled1000.0.wav,1000.0,4,93.7902,39.44314956665039,4.153470039367676,2.004226897525864,1.2424235343933103,1.4444444444444444,2.3524642,2.513294638979024,1.2424235343933103,1.8010058393676758,-0.5090677414531601,-0.2823196649551394
sid1181-anchor-COSINE-1892-M_close_1.wav,sid1181-anchor-COSINE-1892-M_close_1_freqbin41_scaled50.0.wav,50.0,41,4.9672933,13.922396898269653,2.6765224933624268,2.272565541394583,1.6455492973327637,2.543434343434344,2.362726,2.4599420820089186,1.6455492973327637,0.3137964933624269,-0.1873765406143355,-0.696927547454834
sid1768-clean-COSINE-2734-M_close_35.wav,sid1768-clean-COSINE-2734-M_close_35_freqbin1_scaled0.25.wav,0.25,1,5.576249,14.926843643188477,2.686875104904175,3.240189574006378,3.383174419403076,4.151515151515151,2.8645873,2.908341343054736,3.383174419403076,-0.17771219509582536,0.3318482309516422,-0.0036025047302246094
sid5513-noisy-COSINE-7551-F_array1_75.wav,sid5513-noisy-COSINE-7551-F_array1_75_freqbin0_scaled0.5.wav,0.5,0,5.354295,14.57404613494873,3.122776508331299,2.92763322964611,2.3503100872039795,2.5595959595959594,2.972769,3.014734747492097,2.3503100872039795,0.15000750833129883,-0.08710151784598708,-0.0007774829864501953
sid5604-anchor-COSINE-8112-F_close_166.wav,sid5604-anchor-COSINE-8112-F_close_166_freqbin4_scaled0.5.wav,0.5,4,6.784656,16.63055658340454,2.7197136878967285,2.997138777961595,3.056429624557495,2.3656565656565656,2.7043571,2.754294606405628,3.056429624557495,0.015356587896728335,0.2428441715559666,-0.00598454475402832
sid3885-clean-COSINE-5289-F_close_209.wav,sid3885-clean-COSINE-5289-F_close_209_freqbin31_scaled50.0.wav,50.0,31,8.859338,18.948025703430176,3.077655076980591,3.038148572148604,2.168729782104492,4.062626262626263,2.9952831,3.5268908347536496,2.168729782104492,0.08237197698059084,-0.4887422626050455,-0.5593667030334473
sid5513-noisy-COSINE-7551-F_array1_75.wav,sid5513-noisy-COSINE-7551-F_array1_75_freqbin1_scaled0.5.wav,0.5,1,3.6038573,11.135352849960327,2.9706084728240967,3.0003274896791448,2.34192967414856,2.5595959595959594,2.972769,3.014734747492097,2.34192967414856,-0.002160527175903315,-0.014407257812952157,-0.009157896041869673
sid4412-noisy-COSINE-5897-F_array1_59.wav,sid4412-noisy-COSINE-5897-F_array1_59_freqbin3_scaled1000.0.wav,1000.0,3,83.05604,38.3874249458313,2.109883069992065,2.100335360246522,1.1420519351959229,1.7191919191919194,2.6600468,2.8881971053032864,1.1420519351959229,-0.550163730007935,-0.7878617450567647,-1.3169200420379639
sid0214-anchor-COSINE-0100-M_close_50-truncated.wav,sid0214-anchor-COSINE-0100-M_close_50-truncated_freqbin4_scaled100.0.wav,100.0,4,73.88337,37.37093448638916,4.78197193145752,2.0682913649378785,1.3325209617614746,2.2444444444444445,3.1383245,2.756966039683404,1.3325209617614746,1.6436474314575205,-0.6886746747455255,-1.2030870914459224
